movie_id,title,director,top_cast
325789,The Infiltrator,Brad Furman,Bryan Cranston Diane Kruger John Leguizamo Daniel Mays Benjamin Bratt
113464,Inchon,Terence Young,Laurence Olivier Jacqueline Bisset Ben Gazzara Toshirō Mifune Richard Roundtree
888,The Flintstones,Brian Levant,John Goodman Elizabeth Perkins Rick Moranis Rosie O'Donnell Kyle MacLachlan
82675,Taken 2,Olivier Megaton,Liam Neeson Maggie Grace Famke Janssen Rade Serbedzija Luke Grimes
4256,Scary Movie 3,David Zucker,Pamela Anderson Jenny McCarthy Marny Eng Charlie Sheen Simon Rex
1493,Miss Congeniality,Donald Petrie,Sandra Bullock Benjamin Bratt Michael Caine Candice Bergen William Shatner
88751,Journey to the Center of the Earth,Eric Brevig,Brendan Fraser Josh Hutcherson Anita Briem Seth Meyers Jean Michel Paré
11130,The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway Julie Andrews Héctor Elizondo John Rhys-Davies Heather Matarazzo
9944,The Pelican Brief,Alan J. Pakula,Julia Roberts Denzel Washington Sam Shepard William Atherton John Lithgow
10731,The Client,Joel Schumacher,Susan Sarandon Tommy Lee Jones Mary-Louise Parker Anthony LaPaglia Bradley Whitford
7350,The Bucket List,Rob Reiner,Jack Nicholson Morgan Freeman Sean Hayes Beverly Todd Alfonso Freeman
9869,Patriot Games,Phillip Noyce,Harrison Ford Anne Archer Patrick Bergin Thora Birch James Fox
4379,Monster-in-Law,Robert Luketic,Jennifer Lopez Jane Fonda Michael Vartan Wanda Sykes Adam Scott
146233,Prisoners,Denis Villeneuve,Hugh Jackman Jake Gyllenhaal Paul Dano Maria Bello Melissa Leo
2034,Training Day,Antoine Fuqua,Denzel Washington Ethan Hawke Scott Glenn Tom Berenger Harris Yulin
926,Galaxy Quest,Dean Parisot,Tim Allen Sigourney Weaver Alan Rickman Tony Shalhoub Sam Rockwell
4248,Scary Movie 2,Keenen Ivory Wayans,Anna Faris Marlon Wayans James DeBello Shawn Wayans David Cross
64328,The Muppets,James Bobin,Amy Adams Jason Segel Emily Blunt John Krasinski Zach Galifianakis
36647,Blade,Stephen Norrington,Wesley Snipes Stephen Dorff Kris Kristofferson N'Bushe Wright Donal Logue
7214,Coach Carter,Thomas Carter,Samuel L. Jackson Rob Brown Robert Ri'chard Rick Gonzalez Channing Tatum
1537,Changing Lanes,Roger Michell,Ben Affleck Samuel L. Jackson Kim Staunton Toni Collette Sydney Pollack
9360,Anaconda,Luis Llosa,Jennifer Lopez Ice Cube Jon Voight Eric Stoltz Owen Wilson
6282,Coyote Ugly,David McNally,Piper Perabo Adam Garcia John Goodman Izabella Miko Tyra Banks
508,Love Actually,Richard Curtis,Keira Knightley Heike Makatsch Emma Thompson Laura Linney Hugh Grant
9487,A Bug's Life,Andrew Stanton,Kevin Spacey Julia Louis-Dreyfus Hayden Panettiere Phyllis Diller Bonnie Hunt
768,From Hell,Albert Hughes,Johnny Depp Heather Graham Ian Holm Robbie Coltrane Ian Richardson
2636,The Specialist,Luis Llosa,Sylvester Stallone Sharon Stone James Woods Rod Steiger Eric Roberts
10478,Tin Cup,Ron Shelton,Kevin Costner Don Johnson Cheech Marin George Perez Rene Russo
27983,"Yours, Mine and Ours",Melville Shavelson,Lucille Ball Henry Fonda Van Johnson Tom Bosley Louise Troy
9981,Kicking & Screaming,Jesse Dylan,Will Ferrell Robert Duvall Kate Walsh Musetta Vander Josh Hutcherson
7453,The Hitchhiker's Guide to the Galaxy,Garth Jennings,Martin Freeman Zooey Deschanel Sam Rockwell Yasiin Bey John Malkovich
15045,Fat Albert,Joel Zwick,Kenan Thompson Shedrack Anderson III Jermaine Williams Keith Robinson Alphonso McAuley
7737,Resident Evil: Extinction,Russell Mulcahy,Milla Jovovich Oded Fehr Ali Larter Iain Glen Mike Epps
232672,Blended,Frank Coraci,Drew Barrymore Adam Sandler Wendi McLendon-Covey Bella Thorne Terry Crews
17379,Last Holiday,Wayne Wang,Queen Latifah LL Cool J Timothy Hutton Giancarlo Esposito Alicia Witt
8987,The River Wild,Curtis Hanson,Meryl Streep David Strathairn Kevin Bacon Benjamin Bratt John C. Reilly
11359,The Indian in the Cupboard,Frank Oz,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat
82525,Savages,Oliver Stone,Blake Lively Taylor Kitsch Aaron Taylor-Johnson Benicio del Toro Salma Hayek
9759,Cellular,David R. Ellis,Chris Evans Kim Basinger Jason Statham Jessica Biel William H. Macy
9486,Johnny English,Peter Howitt,Rowan Atkinson John Malkovich Natalie Imbruglia Tasha de Vasconcelos Ben Miller
9906,The Ant Bully,John A. Davis,Julia Roberts Meryl Streep Nicolas Cage Paul Giamatti Bruce Campbell
841,Dune,David Lynch,Kyle MacLachlan Francesca Annis Leonardo Cimino Brad Dourif José Ferrer
4688,Across the Universe,Julie Taymor,Evan Rachel Wood Jim Sturgess Joe Anderson Dana Fuchs Martin Luther
4148,Revolutionary Road,Sam Mendes,Leonardo DiCaprio Kate Winslet Michael Shannon Kathryn Hahn David Harbour
2207,16 Blocks,Richard Donner,Bruce Willis Yasiin Bey David Morse Jenna Stern David Zayas
9381,Babylon A.D.,Mathieu Kassovitz,Vin Diesel Michelle Yeoh Mélanie Thierry Lambert Wilson Charlotte Rampling
9625,The Glimmer Man,John Gray,Steven Seagal Keenen Ivory Wayans Bob Gunton Brian Cox Michelle Johnson
9304,Multiplicity,Harold Ramis,Michael Keaton Andie MacDowell Harris Yulin Eugene Levy Zack Duhame
20856,Aliens in the Attic,John Schultz,Carter Jenkins Austin Butler Kevin Nealon Robert Hoffman Doris Roberts
5955,The Pledge,Sean Penn,Jack Nicholson Aaron Eckhart Helen Mirren Robin Wright Vanessa Redgrave
9899,The Producers,Susan Stroman,Matthew Broderick Uma Thurman Will Ferrell Eileen Essell Gary Beach
9826,The Phantom,Simon Wincer,Billy Zane Kristy Swanson Treat Williams Catherine Zeta-Jones James Remar
21355,All the Pretty Horses,Billy Bob Thornton,Matt Damon Henry Thomas Penélope Cruz Sam Shepard Robert Patrick
10858,Nixon,Oliver Stone,Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins
11439,The Ghost Writer,Roman Polanski,Ewan McGregor Pierce Brosnan Jon Bernthal Kim Cattrall Tom Wilkinson
9457,Deep Rising,Stephen Sommers,Treat Williams Famke Janssen Anthony Heald Kevin J. O'Connor Una Damon
12412,Miracle at St. Anna,Spike Lee,Derek Luke Michael Ealy Laz Alonso John Turturro Valentina Cervi
1494,Curse of the Golden Flower,Zhang Yimou,Chow Yun-fat Gong Li Jay Chou Liu Ye Qin Jun-Jie
13184,Bangkok Dangerous,Danny Pang,Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek
2185,Big Trouble,Barry Sonnenfeld,Tim Allen Rene Russo Patrick Warburton Ben Foster Zooey Deschanel
6639,Love in the Time of Cholera,Mike Newell,Javier Bardem Unax Ugalde Benjamin Bratt Catalina Sandino Moreno Héctor Elizondo
38153,Shadow Conspiracy,George P. Cosmatos,Charlie Sheen Donald Sutherland Linda Hamilton Stephen Lang Nicholas Turturro
58233,Johnny English Reborn,Oliver Parker,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Daniel Kaluuya
116977,Foodfight!,Lawrence Kasanoff,Charlie Sheen Wayne Brady Hilary Duff Eva Longoria Christopher Lloyd
68734,Argo,Ben Affleck,Ben Affleck Bryan Cranston Alan Arkin John Goodman Victor Garber
5503,The Fugitive,Andrew Davis,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore Joe Pantoliano
27573,The Bounty Hunter,Andy Tennant,Gerard Butler Jennifer Aniston Gio Perez Siobhan Fallon Joel Garland
819,Sleepers,Barry Levinson,Robert De Niro Brad Pitt Kevin Bacon Jason Patric Ron Eldard
1369,Rambo: First Blood Part II,George P. Cosmatos,Sylvester Stallone Richard Crenna Charles Napier Steven Berkoff Julia Nickson
9623,The Juror,Brian Gibson,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini
10895,Pinocchio,Ben Sharpsteen,Mel Blanc Don Brodie Walter Catlett Marion Darlington Frankie Darro
10935,Heaven's Gate,Michael Cimino,Kris Kristofferson Christopher Walken John Hurt Isabelle Huppert Sam Waterston
834,Underworld: Evolution,Len Wiseman,Kate Beckinsale Scott Speedman Tony Curran Shane Brolly Derek Jacobi
228066,Victor Frankenstein,Paul McGuigan,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance
711,Finding Forrester,Gus Van Sant,Sean Connery Rob Brown F. Murray Abraham Anna Paquin Busta Rhymes
10468,28 Days,Betty Thomas,Sandra Bullock Viggo Mortensen Dominic West Elizabeth Perkins Alan Tudyk
10027,Unleashed,Louis Leterrier,Jet Li Morgan Freeman Bob Hoskins Vincent Regan Dylan Brown
11812,The Sweetest Thing,Roger Kumble,Cameron Diaz Christina Applegate Thomas Jane Selma Blair Jason Bateman
37233,The Firm,Sydney Pollack,Tom Cruise Jeanne Tripplehorn Gene Hackman Holly Hunter Ed Harris
37950,Charlie St. Cloud,Burr Steers,Zac Efron Amanda Crew Charlie Tahan Augustus Prew Donal Logue
27582,The Mechanic,Simon West,Jason Statham Ben Foster Donald Sutherland Mini Anden Tony Goldwyn
64688,21 Jump Street,Phil Lord,Channing Tatum Jonah Hill Brie Larson Dave Franco Ellie Kemper
509,Notting Hill,Roger Michell,Julia Roberts Hugh Grant Gina McKee Tim McInnerny Rhys Ifans
7443,Chicken Run,Nick Park,Mel Gibson Miranda Richardson Timothy Spall Imelda Staunton Jane Horrocks
5966,Along Came Polly,John Hamburg,Ben Stiller Jennifer Aniston Philip Seymour Hoffman Debra Messing Alec Baldwin
11066,Boomerang,Reginald Hudlin,Eddie Murphy Robin Givens Halle Berry David Alan Grier Grace Jones
136795,The Heat,Paul Feig,Sandra Bullock Melissa McCarthy Demián Bichir Michael Rapaport Taran Killam
8095,Cleopatra,Joseph L. Mankiewicz,Elizabeth Taylor Richard Burton Rex Harrison Roddy McDowall Martin Landau
87826,Here Comes the Boom,Frank Coraci,Salma Hayek Kevin James Henry Winkler Joe Rogan Reggie Lee
11560,High Crimes,Carl Franklin,Ashley Judd Morgan Freeman Jim Caviezel Amanda Peet Adam Scott
25189,The Mirror Has Two Faces,Barbra Streisand,Barbra Streisand Jeff Bridges Lauren Bacall George Segal Mimi Rogers
2637,The Mothman Prophecies,Mark Pellington,Richard Gere Laura Linney Will Patton Bob Tracey Debra Messing
18480,Brüno,Larry Charles,Sacha Baron Cohen Richard Bey Ron Paul Gustaf Hammarsten Clifford Bañagale
709,Licence to Kill,John Glen,Timothy Dalton Carey Lowell Robert Davi Talisa Soto Anthony Zerbe
49730,Red Riding Hood,Catherine Hardwicke,Amanda Seyfried Gary Oldman Billy Burke Shiloh Fernandez Max Irons
2749,15 Minutes,John Herzfeld,Robert De Niro Charlize Theron Edward Burns Kelsey Grammer Avery Brooks
9607,Super Mario Bros.,Annabel Jankel,Bob Hoskins John Leguizamo Dennis Hopper Samantha Mathis Fisher Stevens
1830,Lord of War,Andrew Niccol,Nicolas Cage Bridget Moynahan Jared Leto Ethan Hawke Eamonn Walker
79,Hero,Zhang Yimou,Jet Li Tony Leung Chiu-Wai Maggie Cheung Donnie Yen Zhang Ziyi
54054,One for the Money,Julie Anne Robinson,Katherine Heigl Jason O'Mara Daniel Sunjata John Leguizamo Sherri Shepherd
228967,The Interview,Seth Rogen,James Franco Seth Rogen Lizzy Caplan Randall Park Diana Bang
46528,The Warrior's Way,Sngmoo Lee,Kate Bosworth Jang Dong-gun Geoffrey Rush Danny Huston Ti Lung
27936,Micmacs,Jean-Pierre Jeunet,Dany Boon Dominique Pinon André Dussollier Jean-Pierre Marielle Julie Ferrier
65,8 Mile,Curtis Hanson,Eminem Mekhi Phifer Brittany Murphy Kim Basinger Michael Shannon
280391,Why I Did (Not) Eat My Father,Jamel Debbouze,Jamel Debbouze Arié Elmaleh Mélissa Theuriau Patrice Thibaud Christian Hecq
9476,A Knight's Tale,Brian Helgeland,Heath Ledger Rufus Sewell Shannyn Sossamon Paul Bettany Laura Fraser
10610,The Medallion,Gordon Chan,Jackie Chan Lee Evans Claire Forlani Julian Sands John Rhys-Davies
745,The Sixth Sense,M. Night Shyamalan,Bruce Willis Toni Collette Olivia Williams Haley Joel Osment Donnie Wahlberg
49527,Man on a Ledge,Asger Leth,Sam Worthington Elizabeth Banks Jamie Bell Ed Harris Edward Burns
73937,The Big Year,David Frankel,Owen Wilson Steve Martin Jack Black Rashida Jones Jim Parsons
1885,The Karate Kid,John G. Avildsen,Ralph Macchio Pat Morita William Zabka Martin Kove Chad McQueen
168672,American Hustle,David O. Russell,Christian Bale Bradley Cooper Amy Adams Jeremy Renner Jennifer Lawrence
18240,The Proposal,Anne Fletcher,Sandra Bullock Ryan Reynolds Mary Steenburgen Craig T. Nelson Betty White
10398,Double Jeopardy,Bruce Beresford,Tommy Lee Jones Ashley Judd Bruce Greenwood Annabeth Gish Benjamin Weir
165,Back to the Future Part II,Robert Zemeckis,Michael J. Fox Christopher Lloyd Lea Thompson Elisabeth Shue James Tolkan
240832,Lucy,Luc Besson,Scarlett Johansson Morgan Freeman Choi Min-sik Amr Waked Julian Rhind-Tutt
216015,Fifty Shades of Grey,Sam Taylor-Johnson,Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk
12279,Spy Kids 3-D: Game Over,Robert Rodriguez,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Sylvester Stallone
1645,A Time to Kill,Joel Schumacher,Matthew McConaughey Sandra Bullock Samuel L. Jackson Kevin Spacey Oliver Platt
11007,Cheaper by the Dozen,Shawn Levy,Steve Martin Bonnie Hunt Piper Perabo Tom Welling Hilary Duff
193756,Lone Survivor,Peter Berg,Mark Wahlberg Taylor Kitsch Emile Hirsch Ben Foster Yousuf Azami
11287,A League of Their Own,Penny Marshall,Tom Hanks Geena Davis Madonna Lori Petty Jon Lovitz
259693,The Conjuring 2,James Wan,Patrick Wilson Vera Farmiga Madison Wolfe Frances O'Connor Lauren Esposito
37799,The Social Network,David Fincher,Jesse Eisenberg Andrew Garfield Justin Timberlake Armie Hammer Max Minghella
10184,He's Just Not That Into You,Ken Kwapis,Ben Affleck Jennifer Aniston Drew Barrymore Jennifer Connelly Kevin Connolly
4257,Scary Movie 4,David Zucker,Anna Faris Regina Hall Craig Bierko Bill Pullman Anthony Anderson
4234,Scream 3,Wes Craven,David Arquette Neve Campbell Courteney Cox Patrick Dempsey Scott Foley
196,Back to the Future Part III,Robert Zemeckis,Michael J. Fox Christopher Lloyd Mary Steenburgen Thomas F. Wilson Lea Thompson
257091,Get Hard,Etan Cohen,Will Ferrell Kevin Hart Alison Brie Craig T. Nelson T.I.
6114,Dracula,Francis Ford Coppola,Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Richard E. Grant
24803,Julie & Julia,Nora Ephron,Meryl Streep Amy Adams Stanley Tucci Chris Messina Linda Emond
109410,42,Brian Helgeland,Chadwick Boseman T.R. Knight Harrison Ford Nicole Beharie Christopher Meloni
1213,The Talented Mr. Ripley,Anthony Minghella,Matt Damon Gwyneth Paltrow Jude Law Cate Blanchett Philip Seymour Hoffman
100042,Dumb and Dumber To,Bobby Farrelly,Jim Carrey Jeff Daniels Rachel Melvin Kathleen Turner Brady Bluhm
9036,Eight Below,Frank Marshall,Paul Walker Bruce Greenwood Moon Bloodgood Jason Biggs Gerard Plunkett
257211,The Intern,Nancy Meyers,Robert De Niro Anne Hathaway Rene Russo Anders Holm JoJo Kushner
323675,Ride Along 2,Tim Story,Kevin Hart Ice Cube Olivia Munn Tika Sumpter Ken Jeong
9361,The Last of the Mohicans,Michael Mann,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig Jodhi May
1677,Ray,Taylor Hackford,Jamie Foxx Kerry Washington Regina King Harry Lennix Clifton Powell
187,Sin City,Robert Rodriguez,Jessica Alba Devon Aoki Clive Owen Rosario Dawson Mickey Rourke
7461,Vantage Point,Pete Travis,Dennis Quaid Matthew Fox Forest Whitaker Sigourney Weaver William Hurt
16538,"I Love You, Man",John Hamburg,Paul Rudd Jason Segel Rashida Jones Andy Samberg J.K. Simmons
9889,Shallow Hal,Bobby Farrelly,Gwyneth Paltrow Jack Black Jason Alexander Joe Viterelli Bruce McGill
820,JFK,Oliver Stone,Kevin Costner Tommy Lee Jones Gary Oldman Kevin Bacon Michael Rooker
11565,Big Momma's House 2,John Whitesell,Martin Lawrence Nia Long Emily Procter Zachary Levi Mark Moses
6073,The Mexican,Gore Verbinski,Brad Pitt Julia Roberts James Gandolfini J.K. Simmons Gene Hackman
16996,17 Again,Burr Steers,Zac Efron Leslie Mann Matthew Perry Tyler Steelman Allison Miller
193610,The Other Woman,Nick Cassavetes,Cameron Diaz Leslie Mann Kate Upton Don Johnson Nikolaj Coster-Waldau
19912,The Final Destination,David R. Ellis,Bobby Campo Shantel VanSanten Nick Zano Haley Webb Krista Allen
296098,Bridge of Spies,Steven Spielberg,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch
8007,Behind Enemy Lines,John Moore,Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield David Keith
32823,Get Him to the Greek,Nicholas Stoller,Jonah Hill Russell Brand Rose Byrne Elisabeth Moss Colm Meaney
4380,Shall We Dance?,Peter Chelsom,Richard Gere Jennifer Lopez Susan Sarandon Lisa Ann Walter Stanley Tucci
11551,Small Soldiers,Joe Dante,Gregory Smith Kirsten Dunst Denis Leary Phil Hartman David Cross
10336,Spawn,Mark A.Z. Dippé,Michael Jai White Martin Sheen John Leguizamo Theresa Randle Nicol Williamson
11362,The Count of Monte Cristo,Kevin Reynolds,Jim Caviezel Guy Pearce Richard Harris James Frain Dagmara Domińczyk
50348,The Lincoln Lawyer,Brad Furman,Matthew McConaughey Marisa Tomei Ryan Phillippe William H. Macy Josh Lucas
48138,Unknown,Jaume Collet-Serra,Liam Neeson Diane Kruger January Jones Aidan Quinn Bruno Ganz
1124,The Prestige,Christopher Nolan,Hugh Jackman Christian Bale Michael Caine Scarlett Johansson Andy Serkis
227159,Horrible Bosses 2,Sean Anders,Jason Bateman Jason Sudeikis Charlie Day Jennifer Aniston Kevin Spacey
68179,Escape from Planet Earth,Callan Brunker,Brendan Fraser Rob Corddry Ricky Gervais Jessica Alba Sarah Jessica Parker
1579,Apocalypto,Mel Gibson,Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Iazua Larios Antonio Monroy
708,The Living Daylights,John Glen,Timothy Dalton Maryam d'Abo Jeroen Krabbé Joe Don Baker John Rhys-Davies
34851,Predators,Nimród Antal,Topher Grace Alice Braga Laurence Fishburne Adrien Brody Danny Trejo
9930,Legal Eagles,Ivan Reitman,Robert Redford Debra Winger Daryl Hannah Brian Dennehy Terence Stamp
1586,Secret Window,David Koepp,Johnny Depp John Turturro Timothy Hutton Charles S. Dutton Len Cariou
2044,The Lake House,Alejandro Agresti,Keanu Reeves Sandra Bullock Shohreh Aghdashloo Christopher Plummer Ebon Moss-Bachrach
9913,The Skeleton Key,Iain Softley,Kate Hudson Gena Rowlands Peter Sarsgaard John Hurt Joy Bryant
71864,The Odd Life of Timothy Green,Peter Hedges,Jennifer Garner Joel Edgerton Ron Livingston Rosemarie DeWitt CJ Adams
10761,Made of Honor,Paul Weiland,Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette
209451,Jersey Boys,Clint Eastwood,Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen
11975,The Rainmaker,Francis Ford Coppola,Matt Damon Danny DeVito Jon Voight Claire Danes Mary Kay Place
4970,Gothika,Mathieu Kassovitz,Halle Berry Robert Downey Jr. Charles S. Dutton Penélope Cruz John Carroll Lynch
11831,Amistad,Steven Spielberg,Morgan Freeman Nigel Hawthorne Anthony Hopkins Djimon Hounsou Matthew McConaughey
9096,Medicine Man,John McTiernan,Sean Connery Lorraine Bracco José Wilker Rodolfo De Alexandre Angelo Barra Moreira
440,Aliens vs Predator: Requiem,Colin Strause,Steven Pasquale Reiko Aylesworth John Ortiz Ariel Gade Sam Trammell
11011,Ri¢hie Ri¢h,Donald Petrie,Macaulay Culkin John Larroquette Edward Herrmann Christine Ebersole Michael Maccarone
10641,Autumn in New York,Joan Chen,Richard Gere Winona Ryder Anthony LaPaglia Elaine Stritch Vera Farmiga
11172,Music and Lyrics,Marc Lawrence,Drew Barrymore Hugh Grant Scott Porter Brad Garrett Haley Bennett
39513,Paul,Greg Mottola,Seth Rogen Simon Pegg Nick Frost Jason Bateman Kristen Wiig
82687,The Guilt Trip,Anne Fletcher,Seth Rogen Barbra Streisand Yvonne Strahovski Colin Hanks Adam Scott
41446,Scream 4,Wes Craven,David Arquette Neve Campbell Courteney Cox Emma Roberts Hayden Panettiere
8224,8MM,Joel Schumacher,Nicolas Cage Joaquin Phoenix James Gandolfini Chris Bauer Anthony Heald
10537,The Doors,Oliver Stone,Val Kilmer Meg Ryan Kyle MacLachlan Frank Whaley Kevin Dillon
225886,Sex Tape,Jake Kasdan,Cameron Diaz Jason Segel Rob Corddry Ellie Kemper Rob Lowe
10385,Hanging Up,Diane Keaton,Meg Ryan Diane Keaton Lisa Kudrow Walter Matthau Adam Arkin
55779,Final Destination 5,Steven Quale,Emma Bell Nicholas D'Agosto Miles Fisher Ellen Wroe Jacqueline MacInnes Wood
10154,Mickey Blue Eyes,Kelly Makin,Hugh Grant James Caan Jeanne Tripplehorn Burt Young James Fox
10647,Pay It Forward,Mimi Leder,Kevin Spacey Helen Hunt Haley Joel Osment Jay Mohr Jim Caviezel
11431,Fever Pitch,Bobby Farrelly,Drew Barrymore Jimmy Fallon Jason Spevack Jack Kehler Maureen Keiller
8457,Drillbit Taylor,Steven Brill,Owen Wilson Leslie Mann Josh Peck David Dorfman Nate Hartley
188161,A Million Ways to Die in the West,Seth MacFarlane,Seth MacFarlane Charlize Theron Liam Neeson Amanda Seyfried Neil Patrick Harris
8850,The Shadow,Russell Mulcahy,Alec Baldwin John Lone Penelope Ann Miller Peter Boyle Ian McKellen
64685,Extremely Loud & Incredibly Close,Stephen Daldry,Thomas Horn Tom Hanks Sandra Bullock Max von Sydow John Goodman
38357,Morning Glory,Roger Michell,Rachel McAdams Harrison Ford Patrick Wilson Jeff Goldblum Diane Keaton
10060,Get Rich or Die Tryin',Jim Sheridan,50 Cent Joy Bryant Adewale Akinnuoye-Agbaje Omar Benson Miller Terrence Howard
11398,The Art of War,Christian Duguay,Wesley Snipes Donald Sutherland Maury Chaykin Anne Archer Michael Biehn
1833,Rent,Chris Columbus,Anthony Rapp Adam Pascal Rosario Dawson Jesse L. Martin Wilson Jermaine Heredia
10391,Bless the Child,Chuck Russell,Kim Basinger Angela Bettis Holliston Coleman Rufus Sewell Christina Ricci
8970,The Out-of-Towners,Sam Weisman,Steve Martin Goldie Hawn John Cleese Mark McKinney Jessica Cauffiel
9306,The Island of Dr. Moreau,John Frankenheimer,Marlon Brando Val Kilmer David Thewlis Fairuza Balk Daniel Rigney
11370,The Musketeer,Peter Hyams,Catherine Deneuve Mena Suvari Stephen Rea Tim Roth Justin Chambers
12184,The Other Boleyn Girl,Justin Chadwick,Natalie Portman Scarlett Johansson Eric Bana Jim Sturgess Kristin Scott Thomas
1921,Sweet November,Pat O'Connor,Keanu Reeves Charlize Theron Jason Isaacs Greg Germann Lauren Graham
1683,The Reaping,Stephen Hopkins,Hilary Swank David Morrissey Idris Elba AnnaSophia Robb Stephen Rea
203,Mean Streets,Martin Scorsese,Harvey Keitel Robert De Niro David Proval Amy Robinson Richard Romanus
11858,Renaissance Man,Penny Marshall,Danny DeVito Mark Wahlberg Gregory Hines James Remar Ed Begley Jr.
62835,Colombiana,Olivier Megaton,Zoe Saldana Cliff Curtis Callum Blue Michael Vartan Lennie James
18937,Quest for Camelot,Frederik Du Chau,Jessalyn Gilsig Cary Elwes Gary Oldman Don Rickles Jane Seymour
13536,City By The Sea,Michael Caton-Jones,Robert De Niro James Franco Frances McDormand Eliza Dushku George Dzundza
15556,At First Sight,Irwin Winkler,Val Kilmer Mira Sorvino Kelly McGillis Steven Weber Bruce Davison
10718,Torque,Joseph Kahn,Martin Henderson Ice Cube Monet Mazur Adam Scott Matt Schulze
11062,City Hall,Harold Becker,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau
10802,Showgirls,Paul Verhoeven,Elizabeth Berkley Kyle MacLachlan Gina Gershon Glenn Plummer Robert Davi
1887,Marie Antoinette,Sofia Coppola,Kirsten Dunst Jason Schwartzman Judy Davis Rip Torn Rose Byrne
6071,Kiss of Death,Barbet Schroeder,David Caruso Samuel L. Jackson Nicolas Cage Helen Hunt Kathryn Erbe
10461,Get Carter,Stephen T. Kay,Sylvester Stallone Miranda Richardson Rachael Leigh Cook Mickey Rourke Johnny Strong
80278,The Impossible,Juan Antonio Bayona,Naomi Watts Ewan McGregor Tom Holland Samuel Joslin Oaklee Pendergast
12704,Ishtar,Elaine May,Warren Beatty Dustin Hoffman Isabelle Adjani Charles Grodin Jack Weston
10315,Fantastic Mr. Fox,Wes Anderson,George Clooney Meryl Streep Jason Schwartzman Bill Murray Wallace Wolodarsky
16643,Life or Something Like It,Stephen Herek,Angelina Jolie Edward Burns Tony Shalhoub Christian Kane Melissa Errico
2687,Memoirs of an Invisible Man,John Carpenter,Chevy Chase Daryl Hannah Sam Neill Michael McKean Stephen Tobolowsky
194,Amélie,Jean-Pierre Jeunet,Audrey Tautou Mathieu Kassovitz Rufus Jamel Debbouze Claire Maurier
11025,New York Minute,Dennie Gordon,Ashley Olsen Mary-Kate Olsen Eugene Levy Andy Richter Riley Smith
8849,Alfie,Charles Shyer,Jude Law Marisa Tomei Omar Epps Jane Krakowski Renée Taylor
78698,Big Miracle,Ken Kwapis,Drew Barrymore John Krasinski Kristen Bell Vinessa Shaw Dermot Mulroney
30943,The Deep End of the Ocean,Ulu Grosbard,Michelle Pfeiffer Treat Williams Whoopi Goldberg Jonathan Jackson Cory Buck
9544,FearDotCom,William Malone,Stephen Dorff Natascha McElhone Stephen Rea Udo Kier Amelia Curtis
24418,Cirque du Freak: The Vampire's Assistant,Paul Weitz,John C. Reilly Josh Hutcherson Chris Massoglia Patrick Fugit Salma Hayek
7288,Duplex,Danny DeVito,Ben Stiller Drew Barrymore Eileen Essell Amber Valletta Justin Theroux
14655,Soul Men,Malcolm D. Lee,Samuel L. Jackson Bernie Mac Sharon Leal Adam Herschman Sean Hayes
24575,Raise the Titanic,Jerry Jameson,M. Emmet Walsh Richard Jordan David Selby Anne Archer Alec Guinness
10366,Universal Soldier: The Return,Mic Rodgers,Jean-Claude Van Damme Kiana Tom Bill Goldberg Michael Jai White Heidi Schanz
19898,Pandorum,Christian Alvart,Ben Foster Dennis Quaid Cam Gigandet Antje Traue Cung Le
4965,Impostor,Gary Fleder,Gary Sinise Madeleine Stowe Mekhi Phifer Vincent D'Onofrio Tony Shalhoub
15074,Extreme Ops,Christian Duguay,Devon Sawa Bridgette Wilson Rufus Sewell Rupert Graves Heino Ferch
56715,Just Visiting,Jean-Marie Poiré,Jean Reno Christina Applegate Christian Clavier Matt Ross Tara Reid
1272,Sunshine,Danny Boyle,Cillian Murphy Rose Byrne Chris Evans Michelle Yeoh Cliff Curtis
72358,A Thousand Words,Brian Robbins,Eddie Murphy Allison Janney Cliff Curtis Clark Duke Kerry Washington
20542,Delgo,Marc F. Adler,Freddie Prinze Jr. Jennifer Love Hewitt Val Kilmer Anne Bancroft Chris Kattan
266396,The Gunman,Pierre Morel,Sean Penn Jasmine Trinca Javier Bardem Ray Winstone Mark Rylance
